region;comuna;estado_principal_label;apto_para_visor;archivo_recomendado;capa_recomendada;motivo;prc_fecha;prc_nombre;actos_posteriores;ultimo_acto_posterior
Valparaíso;Los Andes;Sin cartografía SIG vinculada;NO;;;No se encontró una capa SIG vinculada con suficiente confianza al instrumento vigente.;2026-01-22;MODIFICACIÓN INTEGRAL DEL PLAN REGULADOR COMUNAL DE LOS ANDES;1;
Valparaíso;Nogales;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Nogales/IPT_05_PRC_Nogales.shp;IPT_05_PRC_Nogales;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1984-08-09;Plan Regulador Comunal de Nogales;1;
Valparaíso;Olmue;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Olmue/IPT_05_PRC_Olmue.shp;IPT_05_PRC_Olmue;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1982-09-23;Plan Regulador Comunal de Olmué;4;2009-03-09
Valparaíso;Panquehue;Vigente · sin cambios posteriores detectados;SI;IPT_Valparaiso/PRC/Panquehue/IPT_05_PRC_Panquehue.shp;IPT_05_PRC_Panquehue;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;1986-05-16;Plan Regulador Comunal de Panquehue;0;
Valparaíso;Papudo;Vigente · sin cambios posteriores detectados;SI;IPT_Valparaiso/PRC/Papudo/IPT_05_PRC_Papudo.shp;IPT_05_PRC_Papudo;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;2023-03-23;Plan Regulador Comunal de Papudo;0;
Valparaíso;Petorca;Sin cartografía SIG vinculada;NO;;;No se encontró una capa SIG vinculada con suficiente confianza al instrumento vigente.;;;0;
Valparaíso;Puchuncavi;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Puchuncaví/IPT_05_PRC_Puchuncavi.shp;IPT_05_PRC_Puchuncavi;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2009-09-05;Plan Regulador Comunal de Puchuncaví;2;2011-09-07
Valparaíso;Putaendo;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Putaendo/IPT_05_PRC_Putaendo.shp;IPT_05_PRC_Putaendo;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1984-03-08;Plan Regulador Comunal de Putaendo;1;
Valparaíso;Quillota;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Quillota/IPT_05_PRC_Quillota.shp;IPT_05_PRC_Quillota;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1947-12-10;Plan Regulador Comunal de Quillota;8;2000-07-12
Valparaíso;Quilpue;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Quilpue/IPT_05_PRC_Quilpue.shp;IPT_05_PRC_Quilpue;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2019-07-26;Plan Regulador Comunal de Quilpué;2;2020-06-15
Valparaíso;Quintero;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Quintero/IPT_05_PRC_Quintero.shp;IPT_05_PRC_Quintero;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1984-05-08;Plan Regulador Comunal de Quintero;2;1987-09-08
Valparaíso;Rinconada;Vigente · sin cambios posteriores detectados;SI;IPT_Valparaiso/PRC/Rinconada/IPT_05_PRC_Rinconada.shp;IPT_05_PRC_Rinconada;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;2005-10-31;Plan Regulador Comunal de Rinconada;0;
Valparaíso;San Antonio;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/San Antonio/IPT_05_PRC_San_Antonio.shp;IPT_05_PRC_San_Antonio;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2006-06-21;Plan Regulador Comunal de San Antonio;1;2015-04-13
Valparaíso;San Esteban;Vigente · sin cambios posteriores detectados;SI;IPT_Valparaiso/PRC/San Esteban/IPT_05_PRC_San_Esteban.shp;IPT_05_PRC_San_Esteban;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;2018-06-21;Plan Regulador Comunal de San Esteban;0;
Valparaíso;San Felipe;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/San Felipe/IPT_05_PRC_San_Felipe.shp;IPT_05_PRC_San_Felipe;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1999-04-23;Plan Regulador Comunal de San Felipe;3;2015-05-05
Valparaíso;Santa Maria;Probablemente actualizado · falta verificación espacial;REVISAR;IPT_Valparaiso/PRC/Santa Maria/IPT_05_PRC_Santa_Maria.shp;IPT_05_PRC_Santa_Maria;Hay evidencia SIG compatible con todos los actos posteriores, pero aún falta comprobar geometría y atributos.;1984-05-19;Plan Regulador Comunal de Santa María;1;
Valparaíso;Santo Domingo;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Santo Domingo/IPT_05_PRC_Santo_Domingo.shp;IPT_05_PRC_Santo_Domingo;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2003-11-11;Plan Regulador Comunal de Santo Domingo;7;2022-07-19
Valparaíso;Valparaiso;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Valparaíso/IPT_05_PRC_Valparaíso.shp;IPT_05_PRC_Valparaíso;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;1984-04-10;Plan Regulador Comunal de Valparaiso;18;2010-04-21
Valparaíso;Villa Alemana;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Villa Alemana/IPT_05_PRC_Villa_Alemana.shp;IPT_05_PRC_Villa_Alemana;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2002-08-24;Plan Regulador Comunal de Villa Alemana;9;2017-08-12
Valparaíso;Viña Del Mar;Requiere revisar cambios posteriores;REVISAR;IPT_Valparaiso/PRC/Viña del Mar/IPT_05_PRC_VinadelMar.shp;IPT_05_PRC_VinadelMar;Existen actos normativos posteriores al instrumento base y no está verificado que todos estén incorporados en el SIG.;2002-12-13;Plan Regulador Comunal de Viña del Mar;18;2016-09-16
Valparaíso;Zapallar;Vigente · sin cambios posteriores detectados;SI;IPT_Valparaiso/PRC/Zapallar/IPT_05_PRC_Zapallar.shp;IPT_05_PRC_Zapallar;La cartografía está vinculada al instrumento vigente y no se detectaron actos posteriores vigentes que requieran incorporación.;1999-01-21;Plan Regulador Comunal de Zapallar;0;
